Chromosome Name	Gene Start (bp)	Gene End (bp)	Associated Gene Name	Description	Transcript Biotype	Ensembl Gene ID
16	71392616	71424341	CALB2	calbindin 2 [Source:HGNC Symbol;Acc:1435]	protein_coding	ENSG00000172137
3	111859734	112013105	SLC9C1	solute carrier family 9, subfamily C (Na+-transporting carboxylic acid decarboxylase), member 1 [Source:HGNC Symbol;Acc:31401]	protein_coding	ENSG00000172139
17	3118915	3119844	OR1A1	olfactory receptor, family 1, subfamily A, member 1 [Source:HGNC Symbol;Acc:8179]	protein_coding	ENSG00000172146
17	3100813	3101742	OR1A2	olfactory receptor, family 1, subfamily A, member 2 [Source:HGNC Symbol;Acc:8180]	protein_coding	ENSG00000172150
11	55860753	55861762	OR8I2	olfactory receptor, family 8, subfamily I, member 2 [Source:HGNC Symbol;Acc:15310]	protein_coding	ENSG00000172154
1	152769227	152770657	LCE1D	late cornified envelope 1D [Source:HGNC Symbol;Acc:29465]	protein_coding	ENSG00000172155
17	32612687	32615353	CCL11	chemokine (C-C motif) ligand 11 [Source:HGNC Symbol;Acc:10610]	protein_coding	ENSG00000172156
9	85857905	86153461	FRMD3	FERM domain containing 3 [Source:HGNC Symbol;Acc:24125]	protein_coding	ENSG00000172159
8	121547985	121825513	SNTB1	syntrophin, beta 1 (dystrophin-associated protein A1, 59kDa, basic component 1) [Source:HGNC Symbol;Acc:11168]	protein_coding	ENSG00000172164
8	121457640	121554373	MTBP	Mdm2, transformed 3T3 cell double minute 2, p53 binding protein (mouse) binding protein, 104kDa [Source:HGNC Symbol;Acc:7417]	protein_coding	ENSG00000172167
17	29224354	29233838	TEFM	transcription elongation factor, mitochondrial [Source:HGNC Symbol;Acc:26223]	protein_coding	ENSG00000172171
8	121393000	121457642	MRPL13	mitochondrial ribosomal protein L13 [Source:HGNC Symbol;Acc:14278]	protein_coding	ENSG00000172172
18	56338618	56417371	MALT1	mucosa associated lymphoid tissue lymphoma translocation gene 1 [Source:HGNC Symbol;Acc:6819]	protein_coding	ENSG00000172175
6	22287480	22297730	PRL	prolactin [Source:HGNC Symbol;Acc:9445]	protein_coding	ENSG00000172179
15	89179384	89199714	ISG20	interferon stimulated exonuclease gene 20kDa [Source:HGNC Symbol;Acc:6130]	protein_coding	ENSG00000172183
11	55370830	55371874	OR4C11	olfactory receptor, family 4, subfamily C, member 11 [Source:HGNC Symbol;Acc:15167]	protein_coding	ENSG00000172188
6	20100935	20212670	MBOAT1	membrane bound O-acyltransferase domain containing 1 [Source:HGNC Symbol;Acc:21579]	protein_coding	ENSG00000172197
11	56143100	56144029	OR8U1	olfactory receptor, family 8, subfamily U, member 1 [Source:HGNC Symbol;Acc:19611]	protein_coding	ENSG00000172199
6	19837617	19840915	ID4	inhibitor of DNA binding 4, dominant negative helix-loop-helix protein [Source:HGNC Symbol;Acc:5363]	protein_coding	ENSG00000172201
11	48266608	48267622	OR4X2	olfactory receptor, family 4, subfamily X, member 2 [Source:HGNC Symbol;Acc:15184]	protein_coding	ENSG00000172208
7	107110463	107116098	GPR22	G protein-coupled receptor 22 [Source:HGNC Symbol;Acc:4477]	protein_coding	ENSG00000172209
3	45982425	45989845	CXCR6	chemokine (C-X-C motif) receptor 6 [Source:HGNC Symbol;Acc:16647]	protein_coding	ENSG00000172215
20	48807376	48809212	CEBPB	CCAAT/enhancer binding protein (C/EBP), beta [Source:HGNC Symbol;Acc:1834]	protein_coding	ENSG00000172216
19	825097	832017	AZU1	azurocidin 1 [Source:HGNC Symbol;Acc:913]	protein_coding	ENSG00000172232
16	1290697	1292555	TPSAB1	tryptase alpha/beta 1 [Source:HGNC Symbol;Acc:12019]	protein_coding	ENSG00000172236
4	94750042	94751221	ATOH1	atonal homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:797]	protein_coding	ENSG00000172238
5	43526369	43557860	PAIP1	poly(A) binding protein interacting protein 1 [Source:HGNC Symbol;Acc:16945]	protein_coding	ENSG00000172239
12	10269376	10282857	CLEC7A	C-type lectin domain family 7, member A [Source:HGNC Symbol;Acc:14558]	protein_coding	ENSG00000172243
5	43486803	43515247	C5orf34	chromosome 5 open reading frame 34 [Source:HGNC Symbol;Acc:24738]	protein_coding	ENSG00000172244
11	47611216	47616211	C1QTNF4	C1q and tumor necrosis factor related protein 4 [Source:HGNC Symbol;Acc:14346]	protein_coding	ENSG00000172247
1	71861623	72748417	NEGR1	neuronal growth regulator 1 [Source:HGNC Symbol;Acc:17302]	protein_coding	ENSG00000172260
5	43065278	43192123	ZNF131	zinc finger protein 131 [Source:HGNC Symbol;Acc:12915]	protein_coding	ENSG00000172262
20	13976015	16033842	MACROD2	MACRO domain containing 2 [Source:HGNC Symbol;Acc:16126]	protein_coding	ENSG00000172264
11	118967213	118979041	DPAGT1	dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase) [Source:HGNC Symbol;Acc:2995]	protein_coding	ENSG00000172269
19	571297	583493	BSG	basigin (Ok blood group) [Source:HGNC Symbol;Acc:1116]	protein_coding	ENSG00000172270
11	118992297	119006752	HINFP	histone H4 transcription factor [Source:HGNC Symbol;Acc:17850]	protein_coding	ENSG00000172273
Y	27768264	27771049	CDY1	chromodomain protein, Y-linked, 1 [Source:HGNC Symbol;Acc:1809]	protein_coding	ENSG00000172288
11	59480296	59481337	OR10V1	olfactory receptor, family 10, subfamily V, member 1 [Source:HGNC Symbol;Acc:15136]	protein_coding	ENSG00000172289
2	169312372	169631644	CERS6	ceramide synthase 6 [Source:HGNC Symbol;Acc:23826]	protein_coding	ENSG00000172292
20	12989627	13147411	SPTLC3	serine palmitoyltransferase, long chain base subunit 3 [Source:HGNC Symbol;Acc:16253]	protein_coding	ENSG00000172296
17	30178883	30186356	COPRS	coordinator of PRMT5, differentiation stimulator [Source:HGNC Symbol;Acc:28848]	protein_coding	ENSG00000172301
20	45313004	45318418	TP53RK	TP53 regulating kinase [Source:HGNC Symbol;Acc:16197]	protein_coding	ENSG00000172315
2	168675182	168730551	B3GALT1	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1 [Source:HGNC Symbol;Acc:916]	protein_coding	ENSG00000172318
11	59210617	59211667	OR5A1	olfactory receptor, family 5, subfamily A, member 1 [Source:HGNC Symbol;Acc:8319]	protein_coding	ENSG00000172320
12	10103915	10148293	CLEC12A	C-type lectin domain family 12, member A [Source:HGNC Symbol;Acc:31713]	protein_coding	ENSG00000172322
11	59189416	59190449	OR5A2	olfactory receptor, family 5, subfamily A, member 2 [Source:HGNC Symbol;Acc:15249]	protein_coding	ENSG00000172324
7	134331560	134364565	BPGM	2,3-bisphosphoglycerate mutase [Source:HGNC Symbol;Acc:1093]	protein_coding	ENSG00000172331
7	100303676	100305118	POP7	processing of precursor 7, ribonuclease P/MRP subunit (S. cerevisiae) [Source:HGNC Symbol;Acc:19949]	protein_coding	ENSG00000172336
1	95439963	95538501	ALG14	ALG14, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:28287]	protein_coding	ENSG00000172339
3	67410884	67705038	SUCLG2	succinate-CoA ligase, GDP-forming, beta subunit [Source:HGNC Symbol;Acc:11450]	protein_coding	ENSG00000172340
15	81601394	81616524	STARD5	StAR-related lipid transfer (START) domain containing 5 [Source:HGNC Symbol;Acc:18065]	protein_coding	ENSG00000172345
22	41956767	41973745	CSDC2	cold shock domain containing C2, RNA binding [Source:HGNC Symbol;Acc:30359]	protein_coding	ENSG00000172346
6	46188475	46459709	RCAN2	regulator of calcineurin 2 [Source:HGNC Symbol;Acc:3041]	protein_coding	ENSG00000172348
15	81451916	81605104	IL16	interleukin 16 [Source:HGNC Symbol;Acc:5980]	protein_coding	ENSG00000172349
11	119019722	119033360	ABCG4	ATP-binding cassette, sub-family G (WHITE), member 4 [Source:HGNC Symbol;Acc:13884]	protein_coding	ENSG00000172350
Y	26191376	26194166	CDY1B	chromodomain protein, Y-linked, 1B [Source:HGNC Symbol;Acc:23920]	protein_coding	ENSG00000172352
7	100271154	100276797	GNB2	guanine nucleotide binding protein (G protein), beta polypeptide 2 [Source:HGNC Symbol;Acc:4398]	protein_coding	ENSG00000172354
18	47753563	47792892	CCDC11	coiled-coil domain containing 11 [Source:HGNC Symbol;Acc:26530]	protein_coding	ENSG00000172361
11	58206593	58207646	OR5B12	olfactory receptor, family 5, subfamily B, member 12 [Source:HGNC Symbol;Acc:15432]	protein_coding	ENSG00000172362
11	58189738	58190786	OR5B2	olfactory receptor, family 5, subfamily B, member 2 [Source:HGNC Symbol;Acc:8323]	protein_coding	ENSG00000172365
16	691813	698474	FAM195A	family with sequence similarity 195, member A [Source:HGNC Symbol;Acc:14142]	protein_coding	ENSG00000172366
11	119056166	119060932	PDZD3	PDZ domain containing 3 [Source:HGNC Symbol;Acc:19891]	protein_coding	ENSG00000172367
11	118972908	118989252	C2CD2L	C2CD2-like [Source:HGNC Symbol;Acc:29000]	protein_coding	ENSG00000172375
11	57885972	57886916	OR9I1	olfactory receptor, family 9, subfamily I, member 1 [Source:HGNC Symbol;Acc:14718]	protein_coding	ENSG00000172377
15	80696692	80890278	ARNT2	aryl-hydrocarbon receptor nuclear translocator 2 [Source:HGNC Symbol;Acc:16876]	protein_coding	ENSG00000172379
1	68167149	68299150	GNG12	guanine nucleotide binding protein (G protein), gamma 12 [Source:HGNC Symbol;Acc:19663]	protein_coding	ENSG00000172380
11	57798402	57799403	OR6Q1	olfactory receptor, family 6, subfamily Q, member 1 [Source:HGNC Symbol;Acc:15302]	protein_coding	ENSG00000172381
16	2762419	2770552	PRSS27	protease, serine 27 [Source:HGNC Symbol;Acc:15475]	protein_coding	ENSG00000172382
4	120056939	120108944	MYOZ2	myozenin 2 [Source:HGNC Symbol;Acc:1330]	protein_coding	ENSG00000172399
4	119809996	119982402	SYNPO2	synaptopodin 2 [Source:HGNC Symbol;Acc:17732]	protein_coding	ENSG00000172403
22	41255553	41258130	DNAJB7	DnaJ (Hsp40) homolog, subfamily B, member 7 [Source:HGNC Symbol;Acc:24986]	protein_coding	ENSG00000172404
11	57416465	57429340	CLP1	cleavage and polyadenylation factor I subunit 1 [Source:HGNC Symbol;Acc:16999]	protein_coding	ENSG00000172409
1	67263424	67266939	INSL5	insulin-like 5 [Source:HGNC Symbol;Acc:6088]	protein_coding	ENSG00000172410
17	60447579	60493837	EFCAB3	EF-hand calcium binding domain 3 [Source:HGNC Symbol;Acc:26379]	protein_coding	ENSG00000172421
11	118398187	118401912	TTC36	tetratricopeptide repeat domain 36 [Source:HGNC Symbol;Acc:33708]	protein_coding	ENSG00000172425
6	43612783	43640336	RSPH9	radial spoke head 9 homolog (Chlamydomonas) [Source:HGNC Symbol;Acc:21057]	protein_coding	ENSG00000172426
2	241065980	241076224	MYEOV2	myeloma overexpressed 2 [Source:HGNC Symbol;Acc:21314]	protein_coding	ENSG00000172428
6	43573053	43596899	GTPBP2	GTP binding protein 2 [Source:HGNC Symbol;Acc:4670]	protein_coding	ENSG00000172432
1	59762310	60233347	FGGY	FGGY carbohydrate kinase domain containing [Source:HGNC Symbol;Acc:25610]	protein_coding	ENSG00000172456
11	56510303	56511287	OR9G4	olfactory receptor, family 9, subfamily G, member 4 [Source:HGNC Symbol;Acc:15322]	protein_coding	ENSG00000172457
13	21276266	21297237	IL17D	interleukin 17D [Source:HGNC Symbol;Acc:5984]	protein_coding	ENSG00000172458
11	56431138	56432163	OR5AR1	olfactory receptor, family 5, subfamily AR, member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:15260]	protein_coding	ENSG00000172459
6	96463860	96663488	FUT9	fucosyltransferase 9 (alpha (1,3) fucosyltransferase) [Source:HGNC Symbol;Acc:4020]	protein_coding	ENSG00000172461
11	56408942	56409947	OR5AP2	olfactory receptor, family 5, subfamily AP, member 2 [Source:HGNC Symbol;Acc:15258]	protein_coding	ENSG00000172464
X	102883632	102885881	TCEAL1	transcription elongation factor A (SII)-like 1 [Source:HGNC Symbol;Acc:11616]	protein_coding	ENSG00000172465
18	32912176	32925446	ZNF24	zinc finger protein 24 [Source:HGNC Symbol;Acc:13032]	protein_coding	ENSG00000172466
Y	20708557	20750849	HSFY1	heat shock transcription factor, Y-linked 1 [Source:HGNC Symbol;Acc:18568]	protein_coding	ENSG00000172468
6	96025419	96057333	MANEA	mannosidase, endo-alpha [Source:HGNC Symbol;Acc:21072]	protein_coding	ENSG00000172469
X	102754678	102774417	RAB40A	RAB40A, member RAS oncogene family [Source:HGNC Symbol;Acc:18283]	protein_coding	ENSG00000172476
2	241825465	241836306	C2orf54	chromosome 2 open reading frame 54 [Source:HGNC Symbol;Acc:26216]	protein_coding	ENSG00000172478
2	241807896	241819919	AGXT	alanine-glyoxylate aminotransferase [Source:HGNC Symbol;Acc:341]	protein_coding	ENSG00000172482
11	56127691	56128764	OR8J1	olfactory receptor, family 8, subfamily J, member 1 [Source:HGNC Symbol;Acc:14855]	protein_coding	ENSG00000172487
11	56019676	56020698	OR5T3	olfactory receptor, family 5, subfamily T, member 3 [Source:HGNC Symbol;Acc:15297]	protein_coding	ENSG00000172489
4	87856154	88062206	AFF1	AF4/FMR2 family, member 1 [Source:HGNC Symbol;Acc:7135]	protein_coding	ENSG00000172493
5	80625824	80689998	ACOT12	acyl-CoA thioesterase 12 [Source:HGNC Symbol;Acc:24436]	protein_coding	ENSG00000172497
11	65651212	65656010	FIBP	fibroblast growth factor (acidic) intracellular binding protein [Source:HGNC Symbol;Acc:3705]	protein_coding	ENSG00000172500
11	67182439	67193078	CARNS1	carnosine synthase 1 [Source:HGNC Symbol;Acc:29268]	protein_coding	ENSG00000172508
19	15904761	15905892	OR10H5	olfactory receptor, family 10, subfamily H, member 5 [Source:HGNC Symbol;Acc:15389]	protein_coding	ENSG00000172519
16	87982850	88110924	BANP	BTG3 associated nuclear protein [Source:HGNC Symbol;Acc:13450]	protein_coding	ENSG00000172530
11	67165654	67188654	PPP1CA	protein phosphatase 1, catalytic subunit, alpha isozyme [Source:HGNC Symbol;Acc:9281]	protein_coding	ENSG00000172531
X	153213004	153237258	HCFC1	host cell factor C1 (VP16-accessory protein) [Source:HGNC Symbol;Acc:4839]	protein_coding	ENSG00000172534
10	50339199	50342053	FAM170B	family with sequence similarity 170, member B [Source:HGNC Symbol;Acc:19736]	protein_coding	ENSG00000172538
11	65647280	65651212	CTSW	cathepsin W [Source:HGNC Symbol;Acc:2546]	protein_coding	ENSG00000172543
5	156887027	156901725	NIPAL4	NIPA-like domain containing 4 [Source:HGNC Symbol;Acc:28018]	protein_coding	ENSG00000172548
12	55224303	55252177	MUCL1	mucin-like 1 [Source:HGNC Symbol;Acc:30588]	protein_coding	ENSG00000172551
2	946554	1371385	SNTG2	syntrophin, gamma 2 [Source:HGNC Symbol;Acc:13741]	protein_coding	ENSG00000172554
5	156768608	156772729	FNDC9	fibronectin type III domain containing 9 [Source:HGNC Symbol;Acc:33547]	protein_coding	ENSG00000172568
12	20522179	20837315	PDE3A	phosphodiesterase 3A, cGMP-inhibited [Source:HGNC Symbol;Acc:8778]	protein_coding	ENSG00000172572
15	38780304	38857776	RASGRP1	RAS guanyl releasing protein 1 (calcium and DAG-regulated) [Source:HGNC Symbol;Acc:9878]	protein_coding	ENSG00000172575
3	183205319	183273477	KLHL6	kelch-like family member 6 [Source:HGNC Symbol;Acc:18653]	protein_coding	ENSG00000172578
10	75541805	75543410	CHCHD1	coiled-coil-helix-coiled-coil-helix domain containing 1 [Source:HGNC Symbol;Acc:23518]	protein_coding	ENSG00000172586
14	23299088	23304246	MRPL52	mitochondrial ribosomal protein L52 [Source:HGNC Symbol;Acc:16655]	protein_coding	ENSG00000172590
6	123110315	123130865	SMPDL3A	sphingomyelin phosphodiesterase, acid-like 3A [Source:HGNC Symbol;Acc:17389]	protein_coding	ENSG00000172594
12	49250928	49259681	RND1	Rho family GTPase 1 [Source:HGNC Symbol;Acc:18314]	protein_coding	ENSG00000172602
11	67159176	67165881	RAD9A	RAD9 homolog A (S. pombe) [Source:HGNC Symbol;Acc:9827]	protein_coding	ENSG00000172613
11	65633912	65641063	EFEMP2	EGF containing fibulin-like extracellular matrix protein 2 [Source:HGNC Symbol;Acc:3219]	protein_coding	ENSG00000172638
12	48596081	48597170	OR10AD1	olfactory receptor, family 10, subfamily AD, member 1 [Source:HGNC Symbol;Acc:14819]	protein_coding	ENSG00000172640
10	75434033	75457639	AGAP5	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5 [Source:HGNC Symbol;Acc:23467]	protein_coding	ENSG00000172650
17	34181955	34195895	C17orf66	chromosome 17 open reading frame 66 [Source:HGNC Symbol;Acc:26548]	protein_coding	ENSG00000172653
17	34136459	34191619	TAF15	TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa [Source:HGNC Symbol;Acc:11547]	protein_coding	ENSG00000172660
10	46222648	46288409	FAM21C	family with sequence similarity 21, member C [Source:HGNC Symbol;Acc:23414]	protein_coding	ENSG00000172661
11	67231824	67236743	TMEM134	transmembrane protein 134 [Source:HGNC Symbol;Acc:26142]	protein_coding	ENSG00000172663
3	178735011	178790067	ZMAT3	zinc finger, matrin-type 3 [Source:HGNC Symbol;Acc:29983]	protein_coding	ENSG00000172667
10	46111043	46168228	ZFAND4	zinc finger, AN1-type domain 4 [Source:HGNC Symbol;Acc:23504]	protein_coding	ENSG00000172671
6	128029217	128239776	THEMIS	thymocyte selection associated [Source:HGNC Symbol;Acc:21569]	protein_coding	ENSG00000172673
8	57025501	57026541	MOS	v-mos Moloney murine sarcoma viral oncogene homolog [Source:HGNC Symbol;Acc:7199]	protein_coding	ENSG00000172680
19	21541732	21562104	ZNF738	zinc finger protein 738 [Source:HGNC Symbol;Acc:32469]	protein_coding	ENSG00000172687
11	60552821	60568778	MS4A10	membrane-spanning 4-domains, subfamily A, member 10 [Source:HGNC Symbol;Acc:13368]	protein_coding	ENSG00000172689
17	33677324	33700720	SLFN11	schlafen family member 11 [Source:HGNC Symbol;Acc:26633]	protein_coding	ENSG00000172716
14	67656110	67695267	FAM71D	family with sequence similarity 71, member D [Source:HGNC Symbol;Acc:20101]	protein_coding	ENSG00000172717
9	34689564	34691274	CCL19	chemokine (C-C motif) ligand 19 [Source:HGNC Symbol;Acc:10617]	protein_coding	ENSG00000172724
11	67205519	67211292	CORO1B	coronin, actin binding protein, 1B [Source:HGNC Symbol;Acc:2253]	protein_coding	ENSG00000172725
8	33228342	33330940	FUT10	fucosyltransferase 10 (alpha (1,3) fucosyltransferase) [Source:HGNC Symbol;Acc:19234]	protein_coding	ENSG00000172728
10	72058729	72142382	LRRC20	leucine rich repeat containing 20 [Source:HGNC Symbol;Acc:23421]	protein_coding	ENSG00000172731
11	65624597	65635124	MUS81	MUS81 structure-specific endonuclease subunit [Source:HGNC Symbol;Acc:29814]	protein_coding	ENSG00000172732
8	30853321	30891231	PURG	purine-rich element binding protein G [Source:HGNC Symbol;Acc:17930]	protein_coding	ENSG00000172733
6	37179956	37225931	TMEM217	transmembrane protein 217 [Source:HGNC Symbol;Acc:21238]	protein_coding	ENSG00000172738
11	59282386	59283330	OR4D9	olfactory receptor, family 4, subfamily D, member 9 [Source:HGNC Symbol;Acc:15178]	protein_coding	ENSG00000172742
8	182137	197342	ZNF596	zinc finger protein 596 [Source:HGNC Symbol;Acc:27268]	protein_coding	ENSG00000172748
3	130064359	130203688	COL6A5	collagen, type VI, alpha 5 [Source:HGNC Symbol;Acc:26674]	protein_coding	ENSG00000172752
11	65590493	65629497	CFL1	cofilin 1 (non-muscle) [Source:HGNC Symbol;Acc:1874]	protein_coding	ENSG00000172757
3	129366635	129612419	TMCC1	transmembrane and coiled-coil domain family 1 [Source:HGNC Symbol;Acc:29116]	protein_coding	ENSG00000172765
13	41885341	41951166	NAA16	N(alpha)-acetyltransferase 16, NatA auxiliary subunit [Source:HGNC Symbol;Acc:26164]	protein_coding	ENSG00000172766
11	58169937	58170882	OR5B3	olfactory receptor, family 5, subfamily B, member 3 [Source:HGNC Symbol;Acc:8324]	protein_coding	ENSG00000172769
3	129120164	129147494	EFCAB12	EF-hand calcium binding domain 12 [Source:HGNC Symbol;Acc:28061]	protein_coding	ENSG00000172771
11	58034264	58035732	OR10W1	olfactory receptor, family 10, subfamily W, member 1 [Source:HGNC Symbol;Acc:15139]	protein_coding	ENSG00000172772
11	57982217	57983195	OR1S1	olfactory receptor, family 1, subfamily S, member 1 [Source:HGNC Symbol;Acc:8227]	protein_coding	ENSG00000172774
16	57186378	57220028	FAM192A	family with sequence similarity 192, member A [Source:HGNC Symbol;Acc:29856]	protein_coding	ENSG00000172775
3	128806412	128841644	RAB43	RAB43, member RAS oncogene family [Source:HGNC Symbol;Acc:19983]	protein_coding	ENSG00000172780
17	72873428	72889708	FADS6	fatty acid desaturase 6 [Source:HGNC Symbol;Acc:30459]	protein_coding	ENSG00000172782
9	121041	188979	CBWD1	COBW domain containing 1 [Source:HGNC Symbol;Acc:17134]	protein_coding	ENSG00000172785
